Number,Date,Price,Amount,15DayAverage,31DayAverage,Trend,predictionValues
2110,08/3/2021,20.585,15,20.737399999999997,20.587806451612902,20.666666709506572,0
2111,08/3/2021,20.449,21,20.8276,20.543,20.644900038555917,0
2112,08/3/2021,21.062,23,20.801266666666667,20.541516129032257,20.686610034700326,0
2113,08/3/2021,21.959,17,20.881533333333334,20.52887096774193,20.81384903123029,0
2114,08/3/2021,21.445,21,20.78793333333333,20.528161290322583,20.876964128107264,0
2115,08/3/2021,21.314,21,20.722,20.51025806451613,20.92066771529654,0
2116,08/3/2021,20.861,23,20.718466666666668,20.509387096774194,20.91470094376689,0
2117,08/3/2021,20.53,31,20.6834,20.519387096774196,20.8762308493902,0
2118,08/3/2021,20.596,20,20.596400000000003,20.496064516129035,20.848207764451182,0
2119,08/3/2021,20.466,24,20.5838,20.52148387096774,20.809986988006067,0
2120,08/3/2021,21.436,13,20.54033333333333,20.514774193548384,20.87258828920546,0
2121,08/3/2021,19.601,15,20.451733333333333,20.53441935483871,20.745429460284914,0
2122,09/3/2021,19.929,7,20.410066666666662,20.527,20.663786514256422,0
2123,09/3/2021,20.077,17,20.379066666666667,20.55290322580645,20.60510786283078,0
2124,09/3/2021,19.941,7,20.347666666666665,20.58816129032258,20.538697076547702,0
2125,09/3/2021,19.28,5,20.283666666666665,20.600903225806448,20.412827368892934,0
2126,09/3/2021,20.26,7,20.248066666666663,20.565838709677415,20.39754463200364,0
2127,09/3/2021,20.41,8,20.21906666666667,20.595387096774196,20.398790168803277,0
2128,09/3/2021,20.63,5,20.16686666666667,20.584709677419358,20.42191115192295,0
2129,09/3/2021,20.82,7,20.249533333333332,20.537000000000003,20.461720036730654,0
2130,09/3/2021,20.849,5,20.305933333333332,20.50158064516129,20.50044803305759,0
2131,09/3/2021,20.39,12,20.41553333333333,20.457064516129027,20.489403229751833,0
2132,09/3/2021,19.57,14,20.500999999999998,20.457774193548385,20.39746290677665,0
2133,09/3/2021,20.062,15,20.60646666666667,20.461161290322583,20.363916616098983,0
2134,09/3/2021,20.031,20,20.555666666666664,20.486322580645158,20.330624954489085,0
2135,09/3/2021,20.653,19,20.619333333333334,20.50161290322581,20.362862459040176,0
2136,09/3/2021,20.841,20,20.626066666666663,20.498806451612904,20.41067621313616,0
2137,09/3/2021,20.775,23,20.6034,20.543387096774193,20.447108591822545,0
2138,09/3/2021,21.721,17,20.56993333333333,20.551354838709678,20.574497732640292,0
2139,09/3/2021,21.223,24,20.53953333333334,20.546967741935486,20.639347959376263,0
2140,09/3/2021,20.862,21,20.627066666666668,20.56212903225806,20.661613163438638,0
2141,09/3/2021,19.498,22,20.665266666666664,20.611838709677418,20.545251847094775,0
2142,09/3/2021,21.365,19,20.754933333333334,20.604419354838708,20.627226662385297,0
2143,09/3/2021,20.731,25,20.774066666666666,20.632129032258064,20.63760399614677,0
2144,09/3/2021,20.48,15,20.807933333333335,20.636903225806456,20.621843596532095,0
2145,09/3/2021,20.347,14,20.8218,20.616967741935486,20.594359236878887,0
2146,10/3/2021,19.934,12,20.7188,20.635322580645163,20.528323313191,0
2147,10/3/2021,20.883,7,20.63333333333333,20.641290322580648,20.5637909818719,0
2148,10/3/2021,20.635,6,20.603266666666666,20.70487096774194,20.570911883684712,0
2149,10/3/2021,21.376,3,20.691466666666663,20.737000000000002,20.65142069531624,0
2150,10/3/2021,20.94,5,20.602466666666665,20.767709677419358,20.680278625784617,0
2151,10/3/2021,21.349,5,20.638333333333335,20.767000000000003,20.747150763206157,0
2152,10/3/2021,20.983,6,20.658200000000004,20.74796774193548,20.770735686885544,0
2153,10/3/2021,20.176,5,20.648533333333333,20.7758064516129,20.71126211819699,0
2154,10/3/2021,19.941,9,20.747466666666664,20.78061290322581,20.63423590637729,0
2155,10/3/2021,20.411,9,20.72693333333333,20.753451612903223,20.611912315739563,0
2156,10/3/2021,20.821,12,20.787333333333333,20.72558064516129,20.632821084165606,0
2157,10/3/2021,20.03,19,20.766133333333332,20.7498064516129,20.572538975749048,0
2158,10/3/2021,21.269,17,20.769,20.738161290322584,20.642185078174144,0
2159,10/3/2021,20.778,17,20.721133333333334,20.75125806451613,20.65576657035673,0
2160,10/3/2021,20.202,21,20.67233333333333,20.757677419354838,20.610389913321054,0
2161,10/3/2021,21.418,19,20.769799999999996,20.785032258064522,20.69115092198895,0
2162,10/3/2021,20.575,28,20.8984,20.782967741935487,20.679535829790055,0
2163,10/3/2021,21.541,27,20.896399999999996,20.7821935483871,20.76568224681105,0
2164,10/3/2021,21.058,20,20.841533333333334,20.79893548387097,20.794914022129944,0
2165,10/3/2021,20.983,21,20.856133333333336,20.786741935483874,20.813722619916952,0
2166,10/3/2021,20.631,22,20.838466666666665,20.793000000000003,20.795450357925255,0
2167,10/3/2021,20.251,15,20.862399999999997,20.770451612903226,20.74100532213273,0
2168,10/3/2021,21.638,14,20.894199999999998,20.773322580645164,20.83070478991946,0
2169,10/3/2021,21.87,9,20.87933333333333,20.808935483870968,20.934634310927514,0
2170,11/3/2021,20.381,9,20.832333333333334,20.846322580645165,20.879270879834763,0
2171,11/3/2021,19.998,13,20.786866666666665,20.87161290322581,20.791143791851287,0
2172,11/3/2021,20.249,12,20.79326666666667,20.89235483870968,20.736929412666157,0
2173,11/3/2021,21.004,6,20.79426666666667,20.934419354838713,20.763636471399543,0
2174,11/3/2021,21.137,4,20.827800000000003,20.95151612903226,20.800972824259592,0
2175,11/3/2021,20.679,4,20.854399999999995,20.957903225806447,20.78877554183363,0
2176,11/3/2021,21.195,7,20.816666666666666,20.980967741935487,20.829397987650268,0
2177,11/3/2021,19.87,7,20.77733333333333,20.969709677419356,20.733458188885244,0
2178,11/3/2021,20.859,6,20.825266666666668,21.01258064516129,20.74601236999672,0
2179,11/3/2021,21.154,13,20.905066666666666,21.018354838709673,20.786811132997048,0
2180,11/3/2021,20.998,9,20.986066666666666,21.03058064516129,20.807930019697345,0
2181,11/3/2021,21.134,15,21.008066666666668,21.044064516129033,20.84053701772761,0
2182,11/3/2021,20.65,12,21.052199999999996,21.05464516129032,20.82148331595485,0
2183,11/3/2021,21.072,17,21.072000000000003,21.090419354838712,20.846534984359366,0
2184,11/3/2021,21.28,20,21.05346666666667,21.08790322580645,20.88988148592343,0
2185,11/3/2021,21.1,17,21.1334,21.02751612903226,20.910893337331085,0
2186,11/3/2021,21.195,25,21.203066666666665,21.045387096774196,20.939304003597975,0
2187,11/3/2021,21.464,21,21.2408,21.064645161290326,20.99177360323818,0
2188,11/3/2021,21.334,31,21.270066666666665,21.074580645161287,21.02599624291436,0
2189,11/3/2021,21.799,19,21.287866666666666,21.099774193548384,21.103296618622924,0
2190,11/3/2021,20.976,9,21.308466666666668,21.12235483870968,21.090566956760632,0
2191,11/3/2021,20.917,23,21.327666666666673,21.14051612903226,21.07321026108457,0
2192,11/3/2021,21.069,15,21.346333333333337,21.154161290322584,21.072789234976113,0
2193,11/3/2021,21.904,13,21.272866666666665,21.205709677419357,21.155910311478504,0
2194,12/3/2021,21.72,12,21.255533333333332,21.226580645161295,21.212319280330654,0
2195,12/3/2021,21.437,4,21.197600000000005,21.233451612903227,21.234787352297587,0
2196,12/3/2021,21.401,5,21.1458,21.272516129032255,21.25140861706783,0
2197,12/3/2021,20.959,6,21.144866666666665,21.270774193548384,21.22216775536105,0
2198,12/3/2021,21.36,9,21.202266666666667,21.30290322580645,21.235950979824946,0
2199,12/3/2021,21.56,5,21.22393333333333,21.312419354838706,21.26835588184245,0
2200,12/3/2021,19.998,2,21.26053333333333,21.318290322580644,21.141320293658204,0
2201,12/3/2021,20.935,8,21.231466666666666,21.33806451612903,21.120688264292383,0
2202,12/3/2021,20.595,8,21.217200000000002,21.349967741935487,21.068119437863146,0
2203,12/3/2021,20.557,15,21.212533333333337,21.33890322580645,21.01700749407683,0
2204,12/3/2021,21.785,17,21.266399999999997,21.289580645161287,21.093806744669145,0
2205,12/3/2021,21.837,11,21.274466666666665,21.248677419354838,21.168126070202234,0
2206,12/3/2021,21.242,14,21.293533333333336,21.216451612903224,21.175513463182014,0
2207,12/3/2021,21.618,19,21.280666666666665,21.194064516129032,21.219762116863812,0
2208,12/3/2021,21.468,26,21.378266666666665,21.17390322580645,21.24458590517743,0
2209,12/3/2021,21.506,21,21.430133333333334,21.14554838709677,21.270727314659688,0
2210,12/3/2021,21.367,31,21.494733333333333,21.08938709677419,21.28035458319372,0
2211,12/3/2021,22.209,23,21.53233333333333,21.08635483870967,21.37321912487435,0
2212,12/3/2021,21.08,24,21.40033333333333,21.08458064516129,21.343897212386917,0
2213,12/3/2021,21.646,20,21.313266666666667,21.089838709677416,21.374107491148227,0
2214,12/3/2021,21.367,22,21.228933333333334,21.101096774193547,21.373396742033407,0
2215,12/3/2021,21.462,17,21.135933333333334,21.109516129032258,21.382257067830068,0
2216,12/3/2021,21.713,22,21.067666666666675,21.161483870967746,21.41533136104706,0
2217,12/3/2021,21.564,21,21.0356,21.172935483870972,21.430198224942355,0
2218,13/3/2021,21.121,11,20.943066666666663,21.19651612903226,21.399278402448118,0
2219,13/3/2021,19.805,10,20.88533333333333,21.242645161290316,21.239850562203305,0
2220,13/3/2021,20.531,8,20.903066666666668,21.243612903225806,21.168965505982975,0
2221,13/3/2021,19.977,12,20.868133333333333,21.25241935483871,21.04976895538468,0
2222,13/3/2021,20.223,8,20.890933333333333,21.264161290322583,20.967092059846212,0
2223,13/3/2021,20.444,6,20.91486666666667,21.261677419354836,20.914782853861592,0
2224,13/3/2021,21.025,6,20.907933333333336,21.27645161290323,20.92580456847543,0
2225,13/3/2021,19.979,9,20.889666666666667,21.263580645161294,20.83112411162789,0
2226,13/3/2021,21.343,6,20.90333333333334,21.268000000000004,20.882311700465102,0
2227,13/3/2021,21.346,18,21.048799999999996,21.243741935483868,20.928680530418593,0
2228,13/3/2021,21.122,16,21.134399999999996,21.220064516129028,20.948012477376736,0
2229,13/3/2021,21.709,10,21.2766,21.1978064516129,21.02411122963906,0
2230,13/3/2021,21.821,20,21.3688,21.209387096774194,21.10380010667516,0
2231,13/3/2021,21.609,20,21.44193333333333,21.232999999999997,21.154320096007645,0
2232,13/3/2021,21.29,23,21.502000000000002,21.165161290322576,21.167888086406883,0
2233,13/3/2021,21.326,26,21.5772,21.17032258064516,21.183699277766195,0
2234,13/3/2021,21.987,24,21.587933333333336,21.159741935483872,21.264029349989574,0
2235,13/3/2021,21.815,18,21.595333333333333,21.218774193548388,21.319126414990617,0
2236,13/3/2021,22.11,21,21.5436,21.19383870967742,21.398213773491555,0
2237,13/3/2021,21.606,24,21.4934,21.223354838709678,21.4189923961424,0
2238,13/3/2021,21.541,25,21.48706666666666,21.26661290322581,21.43119315652816,0
2239,13/3/2021,21.926,27,21.52606666666667,21.298870967741937,21.480673840875344,0
2240,13/3/2021,21.107,20,21.414066666666667,21.279064516129033,21.443306456787813,0
2241,13/3/2021,21.504,6,21.4406,21.320580645161282,21.449375811109032,0
2242,14/3/2021,21.457,17,21.360999999999997,21.310806451612898,21.45013822999813,0
2243,14/3/2021,20.346,4,21.348999999999997,21.30132258064516,21.33972440699832,0
2244,14/3/2021,20.956,12,21.1922,21.31574193548387,21.30135196629849,0
2245,14/3/2021,21.726,9,21.1446,21.29522580645162,21.343816769668642,0
2246,14/3/2021,22.194,6,21.146133333333335,21.27083870967742,21.428835092701778,0
2247,14/3/2021,19.61,7,21.114,21.243677419354846,21.2469515834316,0
2248,14/3/2021,21.724,7,21.067599999999995,21.242354838709684,21.29465642508844,0
2249,14/3/2021,20.793,8,21.051733333333335,21.21270967741936,21.244490782579597,0
2250,14/3/2021,21.635,12,21.023933333333332,21.144709677419357,21.283541704321635,0
2251,14/3/2021,19.758,8,21.070999999999994,21.10022580645162,21.13098753388947,0
2252,14/3/2021,20.892,16,21.111866666666668,21.05280645161291,21.107088780500526,0
2253,14/3/2021,21.564,13,21.06833333333333,21.048032258064516,21.152779902450476,0
2254,14/3/2021,21.444,20,20.993066666666667,21.046290322580642,21.18190191220543,0
2255,14/3/2021,20.411,18,21.0702,21.002709677419357,21.104811720984888,0
2256,14/3/2021,21.266,21,21.038533333333337,21.015225806451614,21.1209305488864,0
2257,14/3/2021,21.04,13,21.012800000000002,20.99974193548387,21.11283749399776,0
2258,14/3/2021,21.052,24,20.895733333333336,20.980387096774194,21.106753744597984,0
2259,14/3/2021,21.569,22,20.94093333333333,21.017193548387095,21.152978370138186,0
2260,14/3/2021,21.073,24,20.92413333333333,20.996419354838707,21.144980533124368,0
2261,14/3/2021,21.065,27,20.917066666666667,20.96596774193549,21.136982479811934,0
2262,14/3/2021,20.767,38,20.919933333333336,20.930322580645164,21.09998423183074,0
2263,14/3/2021,21.249,20,20.930866666666667,20.986387096774198,21.114885808647667,0
2264,14/3/2021,20.407,12,20.94613333333333,20.982774193548387,21.044097227782903,0
2265,14/3/2021,19.879,16,20.945066666666666,20.992806451612903,20.927587505004613,0
2266,15/3/2021,20.436,17,20.932066666666664,20.987451612903232,20.878428754504153,0
2267,15/3/2021,20.64,13,20.9266,21.025838709677423,20.854585879053737,0
2268,15/3/2021,21.458,4,20.87586666666667,21.04825806451613,20.914927291148366,0
2269,15/3/2021,21.487,5,20.857000000000003,21.05445161290322,20.97213456203353,0
2270,15/3/2021,20.575,7,20.878466666666668,21.064451612903223,20.93242110583018,0
2271,15/3/2021,21.495,3,20.885066666666667,21.100032258064513,20.988678995247163,0
2272,15/3/2021,21.024,4,20.965400000000002,21.120516129032254,20.992211095722446,0
2273,15/3/2021,20.857,2,21.04706666666667,21.13403225806451,20.9786899861502,0
2274,15/3/2021,21.487,10,21.11593333333333,21.128032258064508,21.02952098753518,0
2275,15/3/2021,20.312,11,21.136466666666664,21.06293548387097,20.957768888781665,0
2276,15/3/2021,20.782,10,21.14506666666666,21.0443870967742,20.940191999903497,0
2277,15/3/2021,21.089,14,21.163,21.01954838709678,20.955072799913147,0
2278,15/3/2021,21.348,21,21.241600000000002,21.025451612903225,20.994365519921832,0
2279,15/3/2021,21.612,17,21.242866666666664,21.05838709677419,21.05612896792965,0
2280,15/3/2021,21.104,18,21.301333333333332,21.0923870967742,21.06091607113668,0
2281,15/3/2021,21.469,19,21.341466666666673,21.09254838709678,21.10172446402301,0
2282,15/3/2021,20.948,30,21.300066666666666,21.093354838709676,21.086352017620708,0
2283,15/3/2021,21.587,21,21.24933333333333,21.11948387096774,21.136416815858638,0
2284,15/3/2021,21.756,26,21.2304,21.124322580645163,21.198375134272773,0
2285,15/3/2021,21.754,24,21.177466666666664,21.100064516129034,21.253937620845495,0
2286,15/3/2021,21.514,24,21.150933333333334,21.132290322580644,21.279943858760944,0
2287,15/3/2021,21.901,18,21.194799999999997,21.149387096774188,21.342049472884852,0
2288,15/3/2021,21.459,15,21.2186,21.170806451612897,21.35374452559637,0
2289,15/3/2021,20.866,11,21.11293333333333,21.202129032258064,21.304970073036735,0
2290,16/3/2021,19.551,7,21.080466666666666,21.200548387096774,21.129573065733062,0
2291,16/3/2021,20.498,5,21.071333333333328,21.256064516129033,21.066415759159757,0
2292,16/3/2021,20.295,8,21.061466666666668,21.268193548387092,20.98927418324378,0
2293,16/3/2021,20.95,2,20.993533333333335,21.28216129032258,20.985346764919402,0
2294,16/3/2021,22.27,3,20.997533333333333,21.300806451612907,21.113812088427462,0
2295,16/3/2021,21.461,3,21.0058,21.310935483870974,21.148530879584715,0
2296,16/3/2021,19.884,6,21.02106666666667,21.295032258064523,21.02207779162624,0
2297,16/3/2021,20.461,7,21.0852,21.28832258064516,20.965970012463618,0
2298,16/3/2021,21.45,9,21.211,21.273580645161285,21.014373011217256,0
2299,16/3/2021,21.608,10,21.313333333333333,21.245709677419345,21.073735710095534,0
2300,16/3/2021,20.735,15,21.370866666666664,21.231064516129027,21.03986213908598,0
2301,16/3/2021,21.574,14,21.409000000000002,21.192548387096767,21.09327592517738,0
2302,16/3/2021,22.025,17,21.386066666666668,21.171483870967737,21.186448332659644,0
2303,16/3/2021,21.688,15,21.417066666666663,21.13896774193548,21.23660349939368,0
2304,16/3/2021,21.828,22,21.46553333333333,21.09967741935484,21.295743149454314,0
2305,16/3/2021,21.438,25,21.518866666666664,21.123870967741937,21.309968834508883,0
2306,16/3/2021,22.033,11,21.454933333333333,21.202225806451615,21.382271951057994,0
2307,16/3/2021,21.158,16,21.395933333333335,21.191677419354843,21.359844755952196,0
2308,16/3/2021,21.522,18,21.433733333333336,21.209322580645168,21.376060280356977,0
2309,16/3/2021,21.926,23,21.36613333333333,21.225483870967746,21.431054252321278,0
2310,16/3/2021,21.926,21,21.28853333333333,21.20116129032258,21.480548827089148,0
2311,16/3/2021,20.611,9,21.235533333333326,21.207161290322578,21.393593944380232,0
2312,16/3/2021,21.261,22,21.129733333333334,21.25116129032258,21.38033454994221,0
2313,16/3/2021,20.491,21,21.141599999999997,21.318322580645162,21.291401094947986,0
2314,17/3/2021,20.723,7,21.138066666666667,21.349258064516125,21.234560985453186,0
2315,17/3/2021,21.302,13,21.072266666666668,21.346354838709676,21.241304886907866,0
2316,17/3/2021,20.56,9,21.02693333333333,21.389741935483865,21.173174398217082,0
2317,17/3/2021,20.861,11,20.995266666666666,21.42109677419355,21.141956958395376,0
2318,17/3/2021,20.893,5,20.967933333333335,21.402354838709677,21.11706126255584,0
2319,17/3/2021,20.241,5,21.037,21.426935483870967,21.029455136300257,0
2320,17/3/2021,21.616,6,21.03613333333333,21.435612903225802,21.08810962267023,0
2321,17/3/2021,21.98,5,21.172933333333333,21.456225806451613,21.17729866040321,0
2322,17/3/2021,20.171,12,21.28533333333333,21.441322580645167,21.076668794362888,0
2323,17/3/2021,20.842,17,21.299733333333332,21.46861290322581,21.0532019149266,0
2324,17/3/2021,21.451,19,21.401066666666665,21.46103225806452,21.09298172343394,0
2325,17/3/2021,21.516,15,21.5134,21.441096774193547,21.135283551090545,0
2326,17/3/2021,21.647,17,21.55013333333333,21.377064516129032,21.18645519598149,0
2327,17/3/2021,21.248,20,21.697399999999995,21.377774193548383,21.19260967638334,0
2328,17/3/2021,22.543,18,21.729466666666667,21.377516129032262,21.32764870874501,0
2329,17/3/2021,22.409,24,21.735933333333328,21.37683870967742,21.43578383787051,0
2330,17/3/2021,21.518,15,21.829266666666665,21.394161290322582,21.44400545408346,0
2331,17/3/2021,22.08,21,21.90673333333333,21.393451612903224,21.507604908675113,0
2332,17/3/2021,22.546,28,21.8958,21.410096774193548,21.6114444178076,0
2333,17/3/2021,21.444,21,21.881933333333333,21.424645161290318,21.594699976026842,0
2334,17/3/2021,22.45,15,21.768199999999997,21.434290322580647,21.68022997842416,0
2335,17/3/2021,22.097,12,21.727199999999993,21.446,21.721906980581746,0
2336,17/3/2021,22.077,18,21.641199999999994,21.4111935483871,21.75741628252357,0
2337,17/3/2021,21.571,15,21.51193333333334,21.410741935483877,21.738774654271214,0
2338,18/3/2021,22.004,11,21.494733333333333,21.450709677419354,21.765297188844094,0
2339,18/3/2021,21.287,6,21.441399999999994,21.460387096774195,21.717467469959683,0
2340,18/3/2021,21.308,5,21.3434,21.45964516129032,21.676520722963716,0
2341,18/3/2021,19.941,10,21.334600000000002,21.449000000000005,21.502968650667345,0
2342,18/3/2021,20.633,3,21.250733333333336,21.448903225806458,21.41597178560061,0
2343,18/3/2021,21.253,5,21.1512,21.472000000000005,21.39967460704055,0
2344,18/3/2021,20.47,9,21.04853333333334,21.424032258064518,21.306707146336496,0
2345,18/3/2021,21.26,8,21.07486666666667,21.390580645161297,21.30203643170285,0
2346,18/3/2021,21.28,6,21.035266666666665,21.40251612903226,21.299832788532566,0
2347,18/3/2021,21.076,8,21.025600000000004,21.355645161290322,21.27744950967931,0
2348,18/3/2021,21.312,14,21.0336,21.2881935483871,21.28090455871138,0
2349,18/3/2021,21.192,20,21.1166,21.302258064516128,21.27201410284024,0
2350,18/3/2021,20.604,24,21.184,21.22967741935484,21.20521269255622,0
2351,18/3/2021,20.537,23,21.2314,21.168483870967744,21.138391423300597,0
2352,18/3/2021,21.966,19,21.270466666666668,21.12961290322581,21.22115228097054,0
2353,18/3/2021,21.41,20,21.27793333333334,21.10725806451613,21.240037052873483,0
2354,18/3/2021,21.142,28,21.31846666666667,21.072258064516134,21.230233347586136,0
2355,18/3/2021,21.428,25,21.288533333333337,21.06896774193548,21.250010012827524,0
2356,18/3/2021,21.186,27,21.2314,21.059903225806455,21.243609011544773,0
2357,18/3/2021,21.644,27,21.277266666666666,21.088419354838713,21.283648110390295,0
2358,18/3/2021,21.964,23,21.250333333333334,21.09674193548388,21.35168329935127,0
2359,18/3/2021,21.056,19,21.227866666666664,21.094612903225805,21.32211496941614,0
2360,18/3/2021,21.372,22,21.154933333333336,21.145161290322577,21.327103472474526,0
2361,18/3/2021,21.888,12,21.11946666666666,21.15606451612903,21.383193125227073,0
2362,19/3/2021,20.627,7,21.1046,21.189096774193548,21.307573812704366,0
2363,19/3/2021,20.455,14,21.0884,21.20351612903226,21.22231643143393,0
2364,19/3/2021,21.88,15,21.077800000000003,21.214870967741938,21.288084788290536,0
2365,19/3/2021,20.2,5,21.0232,21.211645161290328,21.179276309461482,0
2366,19/3/2021,20.2,8,20.951666666666664,21.227354838709676,21.081348678515333,0
2367,19/3/2021,20.872,5,20.9604,21.254774193548382,21.0604138106638,0
2368,19/3/2021,20.878,5,21.00473333333333,21.24029032258065,21.04217242959742,0
2369,19/3/2021,20.919,7,20.985400000000002,21.226741935483872,21.02985518663768,0
2370,19/3/2021,21.185,10,21.097199999999997,21.243483870967744,21.04536966797391,0
2371,19/3/2021,21.027,18,21.168400000000002,21.257838709677422,21.04353270117652,0
2372,19/3/2021,20.825,18,21.153999999999996,21.26635483870968,21.021679431058867,0
2373,19/3/2021,20.891,16,21.213466666666662,21.240451612903225,21.00861148795298,0
2374,19/3/2021,21.187,22,21.27286666666667,21.203548387096777,21.026450339157684,0
2375,19/3/2021,22.037,17,21.3072,21.19283870967742,21.127505305241918,0
2376,19/3/2021,21.598,20,21.3498,21.206290322580646,21.174554774717727,0
2377,19/3/2021,22.304,22,21.354533333333332,21.15432258064516,21.287499297245954,0
2378,19/3/2021,21.523,22,21.386266666666664,21.148483870967745,21.31104936752136,0
2379,19/3/2021,21.664,26,21.442666666666664,21.156387096774196,21.346344430769225,0
2380,19/3/2021,21.092,25,21.484333333333336,21.12793548387097,21.320909987692303,0
2381,19/3/2021,21.091,18,21.481,21.157580645161293,21.297918988923076,0
2382,19/3/2021,21.387,24,21.45653333333333,21.18903225806451,21.30682709003077,0
2383,19/3/2021,21.517,22,21.368999999999996,21.209064516129033,21.327844381027695,0
2384,19/3/2021,20.99,25,21.38173333333333,21.23248387096774,21.294059942924928,0
2385,19/3/2021,21.661,15,21.246599999999997,21.267645161290325,21.330753948632434,0
2386,20/3/2021,21.873,13,21.174799999999998,21.284419354838718,21.38497855376919,0
2387,20/3/2021,21.45,15,21.11053333333333,21.30090322580645,21.39148069839227,0
2388,20/3/2021,20.841,11,21.104266666666664,21.34116129032258,21.336432628553045,0
2389,20/3/2021,20.82,15,21.106133333333336,21.367,21.28478936569774,0
2390,20/3/2021,20.724,6,21.092,21.3871935483871,21.228710429127965,0
2391,20/3/2021,21.789,6,21.0904,21.400838709677416,21.28473938621517,0
2392,20/3/2021,20.277,6,21.13133333333333,21.393387096774195,21.18396544759365,0
2393,20/3/2021,20.446,8,21.154533333333337,21.367451612903228,21.110168902834285,0
2394,20/3/2021,20.7,15,21.14333333333333,21.364516129032257,21.06915201255086,0
2395,20/3/2021,20.998,17,21.1492,21.374935483870967,21.062036811295776,0
2396,20/3/2021,21.119,20,21.23133333333333,21.37958064516129,21.067733130166197,0
2397,20/3/2021,21.175,15,21.28946666666667,21.38748387096774,21.07845981714958,0
2398,20/3/2021,21.493,14,21.362066666666667,21.393387096774195,21.119913835434623,0
2399,20/3/2021,21.604,17,21.406799999999993,21.40864516129033,21.16832245189116,0
2400,20/3/2021,22.009,17,21.479466666666667,21.44051612903226,21.252390206702046,0
2401,20/3/2021,21.705,15,21.549733333333332,21.409516129032262,21.297651186031842,0
2402,20/3/2021,21.538,30,21.598533333333332,21.432645161290328,21.321686067428658,0
2403,20/3/2021,22.073,29,21.66446666666667,21.436419354838716,21.396817460685792,0
2404,20/3/2021,21.692,16,21.672266666666662,21.47677419354839,21.426335714617213,0
2405,20/3/2021,21.813,24,21.682999999999996,21.517903225806453,21.46500214315549,0
2406,20/3/2021,22.46,30,21.68813333333333,21.556387096774195,21.56450192883994,0
2407,20/3/2021,21.367,24,21.713866666666668,21.557419354838718,21.54475173595595,0
2408,20/3/2021,21.5,17,21.711799999999997,21.60722580645162,21.540276562360354,0
2409,20/3/2021,21.432,12,21.6448,21.651645161290325,21.52944890612432,0
2410,21/3/2021,21.987,15,21.71493333333333,21.667096774193542,21.575204015511886,0
2411,21/3/2021,21.236,16,21.681199999999997,21.692483870967738,21.541283613960697,0
2412,21/3/2021,21.336,12,21.707866666666664,21.720032258064517,21.52075525256463,0
2413,21/3/2021,21.57,5,21.726666666666663,21.758064516129036,21.525679727308166,0
2414,21/3/2021,21.99,6,21.690466666666666,21.764419354838715,21.57211175457735,0
2415,21/3/2021,21.978,7,21.72073333333333,21.75683870967742,21.612700579119615,0
2416,21/3/2021,20.7,5,21.742133333333335,21.715516129032263,21.521430521207655,0
2417,21/3/2021,22.59,8,21.768199999999997,21.70541935483871,21.628287469086892,0
2418,21/3/2021,21.567,7,21.714333333333332,21.67977419354839,21.622158722178206,0
2419,21/3/2021,22.092,16,21.750933333333332,21.628741935483877,21.669142849960384,0
2420,21/3/2021,22.095,21,21.793400000000005,21.6121935483871,21.711728564964343,0
2421,21/3/2021,21.917,17,21.845666666666663,21.602516129032256,21.73225570846791,0
2422,21/3/2021,21.821,17,21.825666666666667,21.577677419354842,21.74113013762112,0
2423,21/3/2021,21.821,17,21.785066666666673,21.592645161290328,21.74911712385901,0
2424,21/3/2021,21.823,20,21.78693333333333,21.565967741935484,21.75650541147311,0
2425,21/3/2021,21.179,23,21.707066666666666,21.578806451612902,21.6987548703258,0
2426,21/3/2021,21.785,21,21.652133333333335,21.49609677419355,21.70737938329322,0
2427,21/3/2021,21.973,18,21.545399999999997,21.506354838709672,21.733941444963897,0
2428,21/3/2021,22.354,17,21.48433333333333,21.529999999999998,21.795947300467507,0
2429,21/3/2021,21.69,19,21.4574,21.508580645161285,21.785352570420756,0
2430,21/3/2021,21.369,23,21.448666666666668,21.494967741935486,21.74371731337868,0
2431,21/3/2021,20.728,16,21.449333333333335,21.477645161290322,21.642145582040815,0
2432,21/3/2021,21.392,14,21.372666666666664,21.489451612903228,21.617131023836734,0
2433,21/3/2021,20.743,14,21.416066666666666,21.46887096774194,21.529717921453063,0
2434,22/3/2021,20.491,12,21.258599999999998,21.472032258064516,21.425846129307757,0
2435,22/3/2021,21.179,8,21.23066666666666,21.47122580645161,21.40116151637698,0
2436,22/3/2021,21.513,14,21.211666666666666,21.465258064516128,21.41234536473928,0
2437,22/3/2021,21.69,5,21.159399999999998,21.473451612903226,21.440110828265354,0
2438,22/3/2021,21.831,6,21.172666666666665,21.46570967741935,21.47919974543882,0
2439,22/3/2021,20.673,5,21.2202,21.462129032258066,21.398579770894937,0
2440,22/3/2021,21.83,10,21.198466666666665,21.458548387096776,21.441721793805442,0
2441,22/3/2021,19.423,5,21.279066666666665,21.464161290322583,21.239849614424898,0
2442,22/3/2021,21.554,5,21.35733333333333,21.452193548387097,21.27126465298241,0
2443,22/3/2021,22.069,10,21.416533333333334,21.402193548387096,21.35103818768417,0
2444,22/3/2021,20.906,13,21.443,21.387709677419352,21.306534368915752,0
2445,22/3/2021,21.568,15,21.47506666666667,21.37264516129032,21.33268093202418,0
